SETOR,LOCALIZAÇÃO,CODIGO,DESCRIÇÃO,QTD,ALMOXARIFADO
Içamento,SETOR,494732,FUSO DO MACACO       CBH/CBHM,0,Almox Mont Carretas
Içamento,SETOR,494823,CHAPEAMENTO CORPO MACACO  CBHM,0,Almox Mont Carretas
Içamento,SETOR,494859,TRAVA PINO       CBH/CBHM,0,Almox Mont Carretas
Içamento,SETOR,496534,TRAVA  MACACO     CBHM,0,Almox Mont Carretas
Içamento,SETOR,496571,TRAVA COMPL MACACO     CBHM,0,Almox Mont Carretas
Içamento,SETOR,496844,CORPO COMPL MACACO     CBHM,0,Almox Mont Carretas
Içamento,SETOR,496868,SAPATA  MACACO     CBHM,0,Almox Mont Carretas
Conj. intermediario,SETOR,466724,EMBOLO COM FREIO - CBHM,0,Almox Mont Carretas
Conj. intermediario,SETOR,025073,EMBOLO S/FREIO - ICAM F4/F6 (NOV/12...),0,Almox Mont Carretas
Conj. intermediario,SETOR,023358,TUBO DO TIRANTE DA TRAVA   CBHM 2 EIXOS,0,Almox Mont Carretas
Conj. intermediario,SETOR,412168,ARRUELA ENCOSTO - ICAM U6T,0,Almox Mont Carretas
Conj. intermediario,SETOR,025075,ESBARRO DO EMBOLO - IÇAMENTO F4/F6 (NOV/12),0,Almox Mont Carretas
Conj. intermediario,SETOR,023346,BASE DE APOIO - APOIO MANGUEIRA   CBHM 2 EIXOS,0,Almox Mont Carretas
Conj. intermediario,SETOR,032313,PINO LUVA DE ENGATE _ CBH / FTC,0,Almox Mont Carretas
Conj. intermediario,SETOR,464879,EMBOLO - CHASSI CBHM/ICAM FA,0,Almox Mont Carretas
Conj. intermediario,SETOR,028877,EMBOLO C/ FREIO - IÇAMENTO - CBH M16 02 EIXOS TANDEM,0,Almox Mont Carretas
Conj. intermediario,SETOR,032432,EMBOLO COM ROSCA - CHASSI CBHM/ICAM,0,Almox Mont Carretas
Conj. intermediario,SETOR,025072,EMBOLO C/FREIO - ICAM F4/F6 (NOV/12...),0,Almox Mont Carretas
Conj. intermediario,SETOR,031693,CORPO DO APOIO DA MANGUEIRA - TANQUES,0,Almox Mont Carretas
Conj. intermediario,SETOR,023360,HASTE APOIO DA  MANGUEIRA   CBHM 2 EIXOS,0,Almox Mont Carretas
Conj. intermediario,SETOR,031687,CORPO DO APOIO DO CARDAN,0,Almox Mont Carretas
Conj. intermediario,SETOR,023632,TUBO DO TIRANTE DA TRAVA   (M12) CBH,0,Almox Mont Carretas
Conj. intermediario,SETOR,028827,ENGATE DO VARÃO DE TRAVA   CBH M16 2 EIXOS TANDEM,0,Almox Mont Carretas
Conj. intermediario,SETOR,023516,ENGATE VARÃO DE TRAVA    CBHM 2 EIXOS,0,Almox Mont Carretas
Conj. intermediario,SETOR,023504,CHAPA DE REGULAGEM VARÃO DE TRAVA   CBHM 2 EIXOS,0,Almox Mont Carretas
Conj. intermediario,SETOR,028829,CORPO DO VARÃO  CBH M16 2 EIXOS TANDEM,0,Almox Mont Carretas
Conj. intermediario,SETOR,013134,ARGOLA MANIV BORBOL (M03) ROT,0,Almox Mont Carretas
Conj. intermediario,SETOR,030387,BASE MÓVEL M17 BASE MÓVEL CBHM/CBH,0,Almox Mont Carretas
Conj. intermediario,SETOR,410718,"LUVA ENGATE FURO 1""  (M98)F4/6",0,Almox Mont Carretas
Conj. intermediario,SETOR,418894,LUVA UNIAO - ICAM (M98) F4/,0,Almox Mont Carretas
Conj. intermediario,SETOR,212092,"ARRUELA LISA 1/2"" CHAPA 1/8"" ZB OU ZA",0,Almox Mont Carretas
Conj. intermediario,SETOR,212091,"ARRUELA LISA 3/8"" ZB CHAPA 1,5MM",0,Almox Mont Carretas
Conj. intermediario,SETOR,274124,PORCA SEX     1/2   UNC  ZB,0,Almox Mont Carretas
Conj. intermediario,SETOR,258532,"PARAF SEX   1/2 X 2 ""     UNC ZB",0,Almox Mont Carretas
Conj. intermediario,SETOR,212300,"ARRUELA LISA 27MM POL. CHAPA 3/16""",0,Almox Mont Carretas
Conj. intermediario,SETOR,034790,"TERMINAL MACHO JIC 3/4"" [TUBOS HIDRÁULICOS - CBH/CBHM]",0,Almox Mont Carretas
Conj. intermediario,SETOR,464855,LUVA ENGATE    - CHASSI    CBH,0,Almox Mont Carretas
Conj. intermediario,SETOR,030388,COMPLEMENTO BASE MÓVEL M17 BASE MÓVEL CBHM/CBH,0,Almox Mont Carretas
Conj. intermediario,SETOR,031038,"APOIO DA CORRENTE - LATERAL S4,0M",0,Almox Mont Carretas
Conj. intermediario,SETOR,414426,"PORTA TRAVA RE  FA3,5FBS",0,Almox Mont Carretas
Conj. intermediario,SETOR,032316,"ARRUELA LISA Ø1"" _ ENGATE _ CBH / FTC",0,Almox Mont Carretas
Conj. intermediario,SETOR,031865,BUCHA DA MOLA DO EMBOLO [CBH/CBHM],0,Almox Mont Carretas
Conj. intermediario,SETOR,238406,MOLA - COMPL GUIA DO ÊMBOLO - CARR MELÃO 025086,0,Almox Mont Carretas
Conj. intermediario,SETOR,030749,CORPO TUBO HIDRÁULICO 6T - ACESS   CBHM M17,0,Almox Mont Carretas
Conj. intermediario,SETOR,024302,CORPO TUBO HIDRÁULICO - ACESS   CBHF (M12),0,Almox Mont Carretas
Conj. intermediario,SETOR,030653,CORPO TUBO HIDRÁULICO - ACESS   CBHM M17,0,Almox Mont Carretas
Conj. intermediario,SETOR,031564,CORPO TUBO HIDRÁULICO 6T (02 EIXOS),0,Almox Mont Carretas
Conj. intermediario,SETOR,013304,TUBO HIDRAULICO CBHF,0,Almox Mont Carretas
Conj. intermediario,SETOR,033055,CORPO [TUBO HIDRÁULICO - CBH7-2E M22],0,Almox Mont Carretas
Conj. intermediario,SETOR,025069,EMBOLO C/FREIO      CBMF/CBHF,0,Almox Mont Carretas
Conj. intermediario,SETOR,025104,"OLHAL [ENGATE RÁPIDO - F4,5]",0,Almox Mont Carretas
Conj. intermediario,SETOR,025822,"ÊMBOLO [ENGATE RÁPIDO - F4,5]",0,Almox Mont Carretas
Conj. intermediario,SETOR,025829,"ARRUELA EXTERNA [ENGATE RÁPIDO - F4,5]",0,Almox Mont Carretas
Conj. intermediario,SETOR,028935,LUVA DE UNIÃO - ENGATE CBH 8T,0,Almox Mont Carretas
Conj. intermediario,SETOR,028937,BUCHA DA LUVA DE UNIÃO - ENGATE - CBH 8 T,0,Almox Mont Carretas
Conj. intermediario,SETOR,028938,PINO DA LUVA DE UNIÃO - ENGATE CBH 8T,0,Almox Mont Carretas
Conj. intermediario,SETOR,035976,PINO DE TRAVA [TRAVA DE BASCULAMENTO - CBH/CBHM],0,Almox Mont Carretas
Conj. intermediario,SETOR,035979,CHAPA DE FIXAÇÃO MOLA [TRAVA DO TANDEM - CBH/CBHM],0,Almox Mont Carretas
Conj. intermediario,SETOR,428360,ELO CORRENTE COMPLEM-CARR C2,0,Almox Mont Carretas
Conj. intermediario,SETOR,428383,CORRENTE TENSOR 855 - CARROC,0,Almox Mont Carretas
Conj. intermediario,SETOR,428395,CORRENTE/PORTA CORR 995-CARROC,0,Almox Mont Carretas
Conj. intermediario,SETOR,443359,PINO TRAVA RÉ [CBH/CBHM/F/FA/FTC],0,Almox Mont Carretas
Conj. intermediario,SETOR,443876,CORPO DO PINO TRAS.     UVA,0,Almox Mont Carretas
Conj. intermediario,SETOR,457000,TENSOR CORRENTE - CORROC  CAR,0,Almox Mont Carretas
Conj. intermediario,SETOR,459252,TRAVA RÉ [CBH/CBHM/F/FA/FTC],0,Almox Mont Carretas
Conj. intermediario,SETOR,464843,TRAVA EMBOLO - CHASSI CBHM/ICAM FA,0,Almox Mont Carretas
Conj. intermediario,SETOR,483254,CORPO PINO TRAS BAL   TANDEM  FA4/6,0,Almox Mont Carretas
Conj. intermediario,SETOR,496832,TUBO ESC 2   GALV            TANQUE,0,Almox Mont Carretas
Conj. intermediario,SETOR,222197,CONTRA PINO  1/8  X 1,0,Almox Mont Carretas
Conj. intermediario,SETOR,256328,PARAF FRANC 5/16X1.1/2 C/PO.SX.,0,Almox Mont Carretas
Conj. intermediario,SETOR,272504,PORCA CAST 1.1/2 S/COROA - UNC ZB,0,Almox Mont Carretas
Conj. intermediario,SETOR,274604,"PORCA SEX     3/8""  UNC  ZB",0,Almox Mont Carretas
Lateral,A,025562,"REFORÇO INF - FECHAMENTO DIANT - S4,0/3,2M",0,Almox Mont Carretas
Lateral,A,460230,CANT INF TAMPA TRASEIRA  CBH,0,Almox Mont Carretas
Lateral,A,014527,FECH LAT TAMPA TRAS  M09 (10.000) CBHM,0,Almox Mont Carretas
Lateral,A,013213,"FECHAM LAT TAMPA TRAS 1,10m  CBHM",0,Almox Mont Carretas
Lateral,A,031226,COLUNA TAMPA TRASEIRA - CBH (ABERT. LATERAL) M18,0,Almox Mont Carretas
Lateral,A,031227,CANTONEIRA INFERIOR TAMPA TRAS - CBH M18,0,Almox Mont Carretas
Lateral,A,032368,"FECHAMENTO LATERAL [TAMPA TRASEIRA - CBH ""USO GERAL"" M21]",0,Almox Mont Carretas
Lateral,A,032548,REFORÇO INFERIOR [FECHAMENTO DIANTEIRO - F6C M22],0,Almox Mont Carretas
Lateral,A,034160,"REFORÇO INF - FECHAMENTO DIANT - S4,0/3,2M M23",0,Almox Mont Carretas
Lateral,A,493296,FECHAM LAT TAMPA TRAS 90 CM  CBHM,0,Almox Mont Carretas
Lateral,A,493338,CANT INF TAMPA TRAS 90 CM  CBHM,0,Almox Mont Carretas
Lateral,B,466608,FECHAM LAT TAMPA TRAS 60CM (3500)  CBH,0,Almox Mont Carretas
Lateral,B,031024,"COLUNA DO FECHAM DIANTEIRO - S4,0/3,2MD",0,Almox Mont Carretas
Lateral,B,031050,"COLUNA GIGANTE GRANELEIRO - G3,20MD",0,Almox Mont Carretas
Lateral,B,030996,"COLUNA DO FECHAM DIANTEIRO (ALT 60) (FR) - S4,0/3,2MD",0,Almox Mont Carretas
Lateral,B,031862,COLUNA _ FECHAMENTO DIANTEIRO _ UVA M20,0,Almox Mont Carretas
Lateral,B,033670,COLUNA [FECHAMENTO DIANT METALICO - F6C M22],0,Almox Mont Carretas
Lateral,B,031031,"LONGARINA ESTRUTURA DA GRADE LAT. - S3,20MD",0,Almox Mont Carretas
Lateral,C,030375,FIXADOR LAT INFERIOR - TAMPA LATERAL - CBH (M17),0,Almox Mont Carretas
Lateral,C,030376,FIXADOR CHAPA LAT SUP - TAMPA LATERAL - CBH (M17),0,Almox Mont Carretas
Lateral,CORPOS,014539,CHAP SUP TAMPA TRAS  M09 (10.000) CBHM,0,Almox Mont Carretas
Lateral,CORPOS,025685,"CORPO - FECHAMENTO LATERAL - S3,20M",0,Almox Mont Carretas
Lateral,CORPOS,025955,"CORPO FECHAM LATERAL S4,0M",0,Almox Mont Carretas
Lateral,CORPOS,026336,"CORPO DO FECHAMENTO LATERAL SUPERIOR - G4,0M",0,Almox Mont Carretas
Lateral,CORPOS,029686,"CORPO - FECHAMENTO DIANT - S4,0ER",0,Almox Mont Carretas
Lateral,CORPOS,029688,"CORPO - FECHAMENTO TRASEIRO - S4,0ER",0,Almox Mont Carretas
Lateral,CORPOS,029736,"CORPO DO FECHAMENTO TRASEIRO SUPERIOR - G4,0ER",0,Almox Mont Carretas
Lateral,CORPOS,030553,CORPO DA TAMPA LATERAL M17 - TAMPA LATERAL (M17) CBH 6,0,Almox Mont Carretas
Lateral,CORPOS,030751,CORPO DA TAMPA LATERAL M17 - TAMPA LATERAL (M17) CBH 4,0,Almox Mont Carretas
Lateral,CORPOS,031223,PARTE INF. CHAPA TAMPA TRAS. (ABERT. LATERAL) - CBH M18,0,Almox Mont Carretas
Lateral,CORPOS,031224,PARTE SUP. CHAPA TAMPA TRAS. (ABERT. LATERAL) - CBH M18,0,Almox Mont Carretas
Lateral,CORPOS,031229,CHAPEAM. FRONTAL FECHAM. DIANTEIRO SUPERIOR (M18) CBH,0,Almox Mont Carretas
Lateral,CORPOS,031861,CORPO _ FECHAMENTO DIANTEIRO _ UVA M20,0,Almox Mont Carretas
Lateral,CORPOS,032367,CHAPEAMENTO [TAMPA TRASEIRA - CBH UG M21],0,Almox Mont Carretas
Lateral,CORPOS,032692,CORPO _ FECHAMENTO DIANTEIRO _ MANGA M22,0,Almox Mont Carretas
Lateral,CORPOS,033020,CORPO [PLATAFORMA METÁLICA FA6F],0,Almox Mont Carretas
Lateral,CORPOS,033671,CHAPEAMENTO [FECHAMENTO DIANT METALICO - F6C],0,Almox Mont Carretas
Lateral,CORPOS,034251,"CHAPEAMENTO TAMPA TRAS 1,10m (5000) CBHM",0,Almox Mont Carretas
Lateral,CORPOS,425941,CHAP LATERAL DIANT (4500)  CBHM,0,Almox Mont Carretas
Lateral,CORPOS,460394,CHAP GRADE DIANT 45 CM (5000)  CBH,0,Almox Mont Carretas
Lateral,CORPOS,464259,CHAPEAM INFERIOR  - TAMP TRAS (8000) CBH,0,Almox Mont Carretas
Lateral,CORPOS,466566,CHAPEM GRADE LAT 60CM  (3500) CBH,0,Almox Mont Carretas
Lateral,CORPOS,466610,CHAPEM TAMPA TRAS 60CM (3500)  CBH,0,Almox Mont Carretas
Lateral,CORPOS,466633,CHAPEM GRADE DIANT 60CM  (3500) CBH,0,Almox Mont Carretas
Lateral,CORPOS,493107,CHAPEAM - GRADE LATERAL 45 CM  CBHM,0,Almox Mont Carretas
Lateral,CORPOS,493211,CHAPEAM TAMPA TRASEIRA (4500)  CBHM,0,Almox Mont Carretas
Lateral,D,494501,ABA LATERAL TAMPA TRAS (4500)  CBHM,0,Almox Mont Carretas
Lateral,D,031059,FECHAM LATERAL GRADE 60 cm - CARROCERIA MADEIRA,0,Almox Mont Carretas
Lateral,D,031081,"ENGATE GRADE - ESTRUTURA GRADE TRASEIRA SUPERIOR - S3,2/4,0MD",0,Almox Mont Carretas
Lateral,D,025566,"SUPORTE - FECHAM TRASEIRO  (FR) - S4,0/3,2M",0,Almox Mont Carretas
Lateral,D,031017,"FECHAMENTO LATERAL 45cm - ESTRUTURA GRADE TRASEIRA - S3,2/4,0MD",0,Almox Mont Carretas
Lateral,D,031000,"FECHAMENTO LATERAL 60cm - ESTRUTURA GRADE TRASEIRA - S3,2/4,0MD",0,Almox Mont Carretas
Lateral,E,031238,FECHAM. FUEIRO - FUEIRO DIANT. SUPERIOR - CBH M18,0,Almox Mont Carretas
Lateral,E,026453,FECHAM LATERAL GRADE 45 cm,0,Almox Mont Carretas
Lateral,E,032597,TRAVA DA CORRENTE       - TAMPA TRAS       CBHM,0,Almox Mont Carretas
Lateral,E,031217,FECHAM. SUP. FUEIRO - FUEIRO DIANT. SUPERIOR - CBH M18,0,Almox Mont Carretas
Lateral,E,031047,ENGATE LATERAL - GRADE GRANELEIRO F4/F6 MD,0,Almox Mont Carretas
Lateral,E,030993,"ENGATE GRADE - ESTRUTURA GRADE TRASEIRA - S3,2/4,0MD",0,Almox Mont Carretas
Lateral,E,031533,LONGARINA - ESTRUTURA GRADE DIANTEIRA - CENOURA M19,0,Almox Mont Carretas
Lateral,F,466578,FECHAM LAT GRADE 60 CM (3500)  CBH,0,Almox Mont Carretas
Lateral,F,031018,"COLUNA LATERAL ALT 45- ESTRUTURA GRADE TRASEIRA/LATERAL - S3,2/4,0MD",0,Almox Mont Carretas
Lateral,F,030992,"COLUNA LATERAL ALT 60- ESTRUTURA GRADE TRASEIRA/LATERAL - S3,2/4,0MD (ALT60)",0,Almox Mont Carretas
Lateral,G,425953,FECHAMENTO LAT GRADE 45 CM  CBHM,0,Almox Mont Carretas
Lateral,G,031060,"FECHAMENTO DA GRADE LATERAL - ALT 45 - S3,20/4,00MD",0,Almox Mont Carretas
Lateral,H,429764,APOIO FEMEA ENG  -  GRADES  CBHM,0,Almox Mont Carretas
Lateral,H,425977,FEMEA ENGATE  -  GRADES  CBHM,0,Almox Mont Carretas
Lateral,H,030991,"LONGARINA ESTRUTURA DA GRADE LAT. - S4,0MD",0,Almox Mont Carretas
Lateral,I,030451,FECHAM LAT GRADE M17 - TAMPA LATERAL (M17) CBH,0,Almox Mont Carretas
Lateral,I,240642,GANCHO MENOR P/ F.RÁPIDO CÓD.FT 0040-C,0,Almox Mont Carretas
Lateral,I,240494,GANCHO C/ REBAIXO P/ F.RÁPIDO CÓD.ESP482,0,Almox Mont Carretas
Lateral,I,030991,"LONGARINA ESTRUTURA DA GRADE LAT. - S4,0MD",0,Almox Mont Carretas
Lateral,J,018338,ENGATE S/TRAVA -  GRADES  CBHM,0,Almox Mont Carretas
Lateral,K,240493,FECHO RÁP. P/CARR. LE CÓD.ESP481E,0,Almox Mont Carretas
Lateral,L,494665,PINO FUEIRO       CBHM,0,Almox Mont Carretas
Lateral,L,034210,ESBARRO DO ENGATE [GRADE LATERAL - F/FA],0,Almox Mont Carretas
Lateral,M,031225,DOBRADIÇA SUP. TAMPA TRAS. ABERT. LATERAL - CBH M18,0,Almox Mont Carretas
Lateral,M,028681,BUCHA DOBRADIÇA LATERAL  CBH/CBHM,0,Almox Mont Carretas
Lateral,M,028764,ESPAÇADOR TAMPA TRASEIRA  CBH/CBHM,0,Almox Mont Carretas
Lateral,M,494495,DOBRADIÇA TAMPA TRASEIRA  CBH/CBHM,0,Almox Mont Carretas
Lateral,N,031285,"COLUNA(TUBO) INTERMEDIÁRIA DO GIGANTE S3,20M",0,Almox Mont Carretas
Lateral,N,034158,"LONGARINA - ESTRUTURA GRADE DIANT/TRAS - S4,0MD M23",0,Almox Mont Carretas
Lateral,N,031286,"COLUNA(TUBO) DO GIGANTE GRANELEIRO - G4,0ER",0,Almox Mont Carretas
Lateral,O,033019,TRAVESSA SUPERIOR [FECHAM DIANT METÁLICO - FA6F],0,Almox Mont Carretas
Lateral,O,025563,"TRAVESSA SUP - FECHAMENTO DIANT - S4,0/3,2M",0,Almox Mont Carretas
Lateral,O,025561,"COLUNA - FECHAMENTO DIANT (FR) - S4,0/3,2M",0,Almox Mont Carretas
Lateral,O,032547,COLUNA [FECHAMENTO DIANTEIRO - FA6F M22],0,Almox Mont Carretas
Lateral,O,030178,TRAVESSA SUP - FECHAMENTO DIANT - CARR UVA M16,0,Almox Mont Carretas
Lateral,O,032693,TRAVESSA SUPERIOR - FECHAMENTO DIANTEIRO - MANGA M22,0,Almox Mont Carretas
Lateral,O,030421,"TRAVESSA SUPERIOR - FECHAMENTO DIANT - CARR. METÁLICA CENOURA (4,0 X 2,10m)",0,Almox Mont Carretas
Lateral,PALETE,035515,PLACA CEMAG [GRADE - F4_F6],0,Almox Mont Carretas
Lateral,PALETE,031237,CHAPEAMENTO DO FUEIRO M18 - FUEIRO DIANTEIRO SUPERIOR - CBH (M18),0,Almox Mont Carretas
Lateral,SETOR,025678,COMPLEMENTO INT. MENOR - CARROCERIA METALICA,0,Almox Mont Carretas
Lateral,SETOR,025886,"COLUNA INTERMEDIÁRIA DO GIGANTE S3,20M",0,Almox Mont Carretas
Lateral,SETOR,025890,"COLUNA GIGANTE GRANELEIRO - G3,20M",0,Almox Mont Carretas
Lateral,SETOR,028845,CORRENTE 400MM - TAMPA TRASEIRA CBH,0,Almox Mont Carretas
Lateral,SETOR,030402,"COLUNA DO GIGANTE GRANELEIRO - G4,0ER",0,Almox Mont Carretas
Lateral,SETOR,031038,"APOIO DA CORRENTE - LATERAL S4,0M",0,Almox Mont Carretas
Lateral,SETOR,226105,CORRENTE ELO 3/16 F. POLIDO,0,Almox Mont Carretas
Lateral,SETOR,240492,FECHO RÁP. P/CARR. LD CÓD.ESP481D,0,Almox Mont Carretas
Lateral,SETOR,026454,FECHAM LATERAL GRADE 60 cm,0,Almox Mont Carretas
Chassi,A,030538,FECHAMENTO TRAS LONGARINA,0,Almox Mont Carretas
Chassi,A,030316,REFORÇO DO SUPORTE DIANT M17 CHASSI CBHM/CBH,0,Almox Mont Carretas
Chassi,A,031512,REFORÇO DO SUPORTE DIANT M17 CHASSI CBHM 6000 CAFEEIRA,0,Almox Mont Carretas
Chassi,A,025539,REFORÇO LONGARINA-CHASSI - F4 M98,0,Almox Mont Carretas
Chassi,A,030537,MÃO FRANCESA DIANTEIRA,0,Almox Mont Carretas
Chassi,B,453407,SUP FEIXE MOLA DIAN-CHASSI  U4P2,0,Almox Mont Carretas
Chassi,B,025745,APOIO SUPORTE DE MOLAS - CHASSI F6 CS M14,0,Almox Mont Carretas
Chassi,C,032372,REFORÇO DA LONGARINA M17 CBHM (MENOR),0,Almox Mont Carretas
Chassi,C,032373,"TRANSVERSINA DIANTEIRA M17 CHASSI CBHM/CBH 1/4""",0,Almox Mont Carretas
Chassi,C,031509,"LONGARINA - CHASSI SIMPLES SS - CBH 6,0 7M³ 01 EIXO",0,Almox Mont Carretas
Chassi,C,032353,COMPLEMENTO DO SUPORTE FRONTAL [CHASSI COMPLETO - CBH],0,Almox Mont Carretas
Chassi,CAIXA 2,409728,TRANSV TRASEIRA    CBHM,0,Almox Mont Carretas
Chassi,CARRINHO 1,423154,REFORCO TRANSV DIANT - CHASSI  FA6,0,Almox Mont Carretas
Chassi,CARRINHO 1,423075,REFORCO LONG - CHASSI   FA6,0,Almox Mont Carretas
Chassi,CARRINHO 1,424109,TRANSV TRAS INT - CHASSI   FA6,0,Almox Mont Carretas
Chassi,CARRINHO 1,034168,APOIO DA SAPATA [CHASSI - FTC4300-1E M22],0,Almox Mont Carretas
Chassi,CARRINHO 1,025235,TRANSVERSINA CENTRAL - CHASSI FA6 RD,0,Almox Mont Carretas
Chassi,CARRINHO 1,451344,TRANSV TRAS - CHASSI     FA6,0,Almox Mont Carretas
Chassi,CARRINHO 1,025236,APOIO DA SAPATA - CHASSI FA6 RD,0,Almox Mont Carretas
Chassi,CARRINHO 1,447286,TRANSVERSINA - CHASSI (M98)  FA,0,Almox Mont Carretas
Chassi,CARRINHO 1,034167,TRANSVERSINA CENTRAL [CHASSI - FTC4300-1E M22],0,Almox Mont Carretas
Chassi,CARRINHO 1,423191,TRANSV DIANT INTERM-CHASSI  FA6,0,Almox Mont Carretas
Chassi,CARRINHO 1,451540,TRANSV DIANT - CHASSI   FA6,0,Almox Mont Carretas
Chassi,CARRINHO 10,025454,TUBO PLACA - CHASSI        CBH-8,0,Almox Mont Carretas
Chassi,CARRINHO 10,030494,LONGARINA [CHASSI - CBH/CBHM-2E],0,Almox Mont Carretas
Chassi,CARRINHO 10,028743,"SUPORTE DO CILINDRO - CHASSI CBH 6,0 2E",0,Almox Mont Carretas
Chassi,CARRINHO 10,033920,SUPORTE TRASEIRO  [CHASSI - CBH CBHM 2E RS/T],0,Almox Mont Carretas
Chassi,CARRINHO 10,030793,FECHAM TRAS LONGARINA - CBHM 2E M17,0,Almox Mont Carretas
Chassi,CARRINHO 10,030539,TRANSVERSINA CENTRAL,0,Almox Mont Carretas
Chassi,CARRINHO 10,030509,"TRANSV INTERMED TRASEIRA - CHASSI CBH 6,0 2E",0,Almox Mont Carretas
Chassi,CARRINHO 10,023243,ESBARRO   CHASSI CBHM 2 EIXOS,0,Almox Mont Carretas
Chassi,CARRINHO 10,028739,FECHAMENTO LATERAL- CBHM,0,Almox Mont Carretas
Chassi,CARRINHO 10,030574,"PLACA DE APOIO M17 - CHASSI CBH 6,0 2E",0,Almox Mont Carretas
Chassi,CARRINHO 10,022469,ESBARRO LIMITADOR DE GIRO      CHASSI CBHM 2 EIXOS,0,Almox Mont Carretas
Chassi,CARRINHO 10,028746,TRANSV INTERM CBH 6 02 EIXOS TANDEM,0,Almox Mont Carretas
Chassi,CARRINHO 10,030808,TRANSV TRASEIRA CBH 6 02 EIXOS TANDEM,0,Almox Mont Carretas
Chassi,CARRINHO 11,030424,"REFORÇO DA LONGARINA - CHASSI SIMPLES SS - CBH 6,0T 01 EIXO",0,Almox Mont Carretas
Chassi,CARRINHO 12,030444,SUPORTE TRASEIRO - CHASSI CBH 6 2 EIXOS (M17),0,Almox Mont Carretas
Chassi,CARRINHO 12,030508,REFORÇO LONG CHASSI 2 EIXOS,0,Almox Mont Carretas
Chassi,CARRINHO 12,030727,SUPORTE TRASEIRO INTERNO - CHASSI CBH 6 2 EIXOS (M17),0,Almox Mont Carretas
Chassi,CARRINHO 12,030540,"TRANSV DIANT - CHASSI CBH 6,0 2E",0,Almox Mont Carretas
Chassi,CARRINHO 2,426544,LONGARINA [CHASSI - FA2],0,Almox Mont Carretas
Chassi,CARRINHO 2,032745,ALÇA - [TRAVA DE BASCULAMENTO FA4FB],0,Almox Mont Carretas
Chassi,CARRINHO 2,458880,TRANSV DIANT - CHASSI    FA3FB,0,Almox Mont Carretas
Chassi,CARRINHO 2,025235,TRANSVERSINA CENTRAL - CHASSI FA6 RD,0,Almox Mont Carretas
Chassi,CARRINHO 2,422400,LONGARINA    CHASSI   FA6,0,Almox Mont Carretas
Chassi,CARRINHO 2,442215,PORTA ICAMENTO CHASSI (M98) FA,0,Almox Mont Carretas
Chassi,CARRINHO 2,032746,PINO DE TRAVAMENTO [TRAVA DE BASC FA4FB],0,Almox Mont Carretas
Chassi,CARRINHO 2,459434,GUIA TRAVAMENTO CHASSI (M98)  FA,0,Almox Mont Carretas
Chassi,CARRINHO 2,032480,REFORÇO DA TRANSV. DIANTEIRA [CHASSI - FA4 FIXA],0,Almox Mont Carretas
Chassi,CARRINHO 2,032481,SUPORTE DE TRAVAMENTO [CHASSI - FA4 FIXA],0,Almox Mont Carretas
Chassi,CARRINHO 2,459240,SUP TRAVAMENTO CHASSI (M98) FA,0,Almox Mont Carretas
Chassi,CARRINHO 2,031803,BUCHA ROSCADA FIXAÇÃO - FA FB FIXA,0,Almox Mont Carretas
Chassi,CARRINHO 2,036009,LONGARINA [CHASSI SS - FTC4300R SS TANDEM],0,Almox Mont Carretas
Chassi,CARRINHO 2,447328,TRANSV CENTRAL C/M - CHASSI (M98)  FP2,0,Almox Mont Carretas
Chassi,CARRINHO 2,448606,REFORÇO - CHASSI                 FA3FB,0,Almox Mont Carretas
Chassi,CARRINHO 2,450923,REFORCO - CHASSI (M98)  FA,0,Almox Mont Carretas
Chassi,CARRINHO 2,459290,LIMITADOR PINO CHASSI (M98)  FA,0,Almox Mont Carretas
Chassi,CARRINHO 2,459318,PORTA MOLA  CHASSI (M98)  FA,0,Almox Mont Carretas
Chassi,CARRINHO 2,479068,LONGARINA - CHASSI  (M98)  FA,0,Almox Mont Carretas
Chassi,CARRINHO 2,480691,REFORÇO  DIANT - CHASSI  FA,0,Almox Mont Carretas
Chassi,CARRINHO 3,023966,TRANSVERSINA DIANTEIRA   CHASSI  CBHF (M12),0,Almox Mont Carretas
Chassi,CARRINHO 3,025196,REFORÇO DA TRANSVERSINA DIANTEIRA CHASSI CBHF (M12),0,Almox Mont Carretas
Chassi,CARRINHO 3,025551,REFORÇO DA LONGARINA - CHASSI CBHF M12,0,Almox Mont Carretas
Chassi,CARRINHO 3,024004,LONGARINA   CHASSI  CBHF (M12),0,Almox Mont Carretas
Chassi,CARRINHO 3,023978,TRANSV INTERMEDIÁRIA  CHASSI  CBHF (M12),0,Almox Mont Carretas
Chassi,CARRINHO 4,442409,TRANSV TRAS - CHASSI   CARR UVA,0,Almox Mont Carretas
Chassi,CARRINHO 4,442355,TRANSV CENTRAL - CHASSI     UVA,0,Almox Mont Carretas
Chassi,CARRINHO 4,493132,TRANSV INTERM    CHASSI      UVA,0,Almox Mont Carretas
Chassi,CARRINHO 4,447134,REF. TRANSV. DIANT. CHASSI     UVA,0,Almox Mont Carretas
Chassi,CARRINHO 4,449611,TRANSV CENTRAL       CHASSI   CARR UVA,0,Almox Mont Carretas
Chassi,CARRINHO 4,493132,TRANSV INTERM    CHASSI      UVA,0,Almox Mont Carretas
Chassi,CARRINHO 4,433846,REFORÇO LONGARINA CHASSI     UVA,0,Almox Mont Carretas
